0.001914,100
0.002251,200
0.002925,300
0.003565,400
0.004209,500
0.005701,600
0.005731,700
0.006433,800
0.007107,900
0.007834,1000
0.008572,1100
0.009234,1200
0.009901,1300
0.010606,1400
0.011275,1500
0.011956,1600
0.012651,1700
0.013321,1800
0.014001,1900
0.014700,2000
0.015342,2100
0.016059,2200
0.016672,2300
0.017287,2400
